pos	sem	tok
PRON VERB PRON NOUN CCONJ VERB ADV PUNCT	PRO EPS HAS CON COO EPS IST NIL	She shook her head and laughed merrily .
SCONJ ADJ AUX DET PROPN SYM PROPN SYM X PROPN ADJ PROPN PROPN PUNCT	QUE DEG NOW DEF GEO QUE	How tall is the Alto~Cruz~de~la~Demanda ?
SCONJ AUX PROPN PUNCT PROPN VERB PUNCT	QUE PST PER EXS QUE	How did Harry~Houdini die ?
PROPN AUX PART VERB ADV PUNCT	PER POS NOT EXS ALT NIL	Tom ca n't drive yet .
PRON NOUN VERB NUM NOUN PUNCT	HAS CON ENS QUC ROL NIL	Our class has 41 students .
PRON NOUN AUX PROPN PROPN PROPN PUNCT	HAS CON ENS LIT NIL	My name is Robert~Johnson .
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL DEF CON NIL	I go to the market .
PROPN PROPN VERB DET NOUN ADP PRON NOUN PUNCT	ROL PER EPS DEF ROL REL HAS CON NIL	Captain Cook thanked the natives for their hospitality .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Emily stole my heart .
DET NOUN PUNCT NOUN VERB ADP NOUN PUNCT	PRX CON ENS REL CON NIL	This lawn~mower runs on petrol .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom swam in the river .
DET NOUN DET NOUN PRON VERB ADP DET NOUN AUX PROPN PROPN PART PUNCT	DEF CON HAS CON PRO ENS REL DEF CON ENS ROL PER HAS NIL	The house whose roof you see beyond the bank is Mr Suzuki 's .
PRON VERB PROPN PART NOUN PUNCT	DIS EPS PER HAS CON NIL	Someone stole Tom 's car .
DET NOUN AUX ADJ ADP ADV NUM NOUN PUNCT	QUC UOM NIL IST REL APX QUC UOM NIL	A mile is equal to about 1600 meters .
PRON NOUN VERB PRON PUNCT	HAS CON EPS PRO NIL	His speech bored me .
DET NOUN VERB ADP PRON NOUN PUNCT	PRX CON ENS REL HAS ROL NIL	This encyclopedia belongs to my wife .
DET ADJ NOUN AUX PART VERB ADP PROPN CCONJ PROPN PUNCT PROPN PUNCT	DEF IST CON NOW NOT EXS REL ART GRP ART NIL	The express train does not stop between Shibuya and Naka-Meguro .
PRON AUX ADJ SCONJ PRON AUX VERB PUNCT	PRO NOW IST SUB PRO FUT EXS NIL	I am sure that he will succeed .
PROPN AUX VERB ADP PRON NOUN PUNCT	PER NOW EXG REL HAS CON NIL	Tom is playing with his toys .
PROPN VERB DET NOUN ADP PROPN PART NOUN PUNCT	PER EPS DEF CON REL PER HAS CON NIL	Tom removed the splinter from Mary 's finger .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL DEF CON NIL	He touched her on the shoulder .
DET NOUN VERB NOUN ADP DET NOUN PUNCT	DEF CON EPS NIL REL DEF CON NIL	The accident took place on the highway .
PRON VERB DET ADJ NOUN PUNCT	PRO ENS DIS GPO CON NIL	I want an English muffin .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	I inherited his estate .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom ran into the house .
PRON VERB NOUN ADP DET NOUN PUNCT	PRO EPS CON REL DEF CON NIL	He hammered nails into the plank .
PRON VERB NOUN PUNCT NOUN PUNCT	PRO ENS CON NIL	I love rock~music .
PROPN VERB PART ADJ SYM ADP NUM NOUN PUNCT	PER ENS NOT MOR QUC UOM NIL	Helen weighs not more~than 40 kilograms .
DET NOUN VERB PRON ADP PRON NOUN PUNCT	DEF CON EPS PRO REL HAS CON NIL	The medicine cured him of his illness .
DET NOUN VERB ADP DET NOUN ADP NUM SYM NUM NOUN ADP NOUN PUNCT	DEF CON ENS REL DIS CON REL QUC UOM UOM UOM NIL	The airplane flies at a speed of five~hundred kilometers per hour .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXG NIL	The cat is meowing .
PROPN AUX DET ADJ ADJ NOUN PUNCT	GPE ENS DEF TOP GPO CON NIL	Moncalvo is the smallest Italian city .
DET NOUN VERB ADV PUNCT	DEF CON EPS ALT NIL	The convention voted again .
DET NOUN NOUN AUX VERB PUNCT	DEF CLO CON NOW EXG NIL	The noon siren is blowing .
PRON VERB PRON ADP PRON PUNCT	PRO EPS DIS REL PRO NIL	I brought something for you .
PRON VERB VERB ADJ ADP NOUN PUNCT	PRO NOW IST REL CON NIL	I 'm allergic to gluten .
PROPN VERB PROPN VERB PUNCT	PER EPS PER EXG NIL	Tom saw Mary working .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	I like puzzles .
PRON AUX VERB PRON NOUN PUNCT	PRO NOW EXG HAS CON NIL	I am sewing my shirt .
PRON VERB PRON NOUN ADP NOUN PUNCT	PRO EPS HAS ROL REL CON NIL	I invited my neighbors to dinner .
DET NOUN AUX DET NOUN PUNCT	DST CON ENS DIS ROL NIL	That guy is a bully .
PRON AUX VERB PUNCT	PRO NOW IST NIL	He 's hammered .
DET PROPN PROPN PROPN SYM PROPN VERB DET ADJ NOUN ADP PROPN ADP NUM PUNCT	DEF ORG EPS DIS IST CON REL MOY EQU YOC NIL	The Steve~Miller~Band released a new album in June of 2010 .
PRON AUX AUX PART VERB PRON PUNCT	PRO NOW NOT EXG DIS NIL	I 'm not selling anything .
NOUN PRON AUX VERB ADP DET NOUN ADP PROPN PUNCT	FUT NIL FUT EXS REL DEF CON REL GPE NIL	Tomorrow it will rain in the south of England .
PROPN VERB VERB PUNCT	PER ENS EXG NIL	Tom hates dancing .
PROPN AUX AUX VERB NOUN ADP DET PROPN SCONJ NUM PUNCT	GPE NOW PFT EXG ROL REL DEF CON REL YOC NIL	Japan has been sending athletes to the Olympics since 1912 .
DET NOUN ADP DET NOUN AUX PRON VERB PUNCT	QUE CON REL DIS CON NOW PRO EXS QUE	What kind of a camera do you have ?
PROPN PROPN PUNCT	EXS PER NIL	Hug Tom .
PRON VERB VERB PART NUM NOUN ADJ PUNCT	PRO NOW NOT QUC UOM DEG NIL	I 'm not thirty years old .
PRON VERB PRON NUM NOUN ADV PUNCT	PRO EPS PRO QUC UOM PST NIL	I met him three years ago .
PRON VERB PRON PRON PUNCT	PRO ENS REF NOT NIL	He denies himself nothing .
DET NOUN VERB ADP DET ADJ PUNCT NOUN PUNCT	DEF CON EPS REL DEF CON NIL	The boy entered by the back~door .
DET ADJ NOUN VERB VERB PROPN PUNCT	DEF GPO CON EPS IST CON NIL	The American boy spoke broken Japanese .
PRON VERB PART VERB PROPN ADV PUNCT	PRO ENS NIL EXS GEO ALT NIL	I want to climb Mt.~Fuji again .
PROPN VERB ADP DET NOUN PUNCT NOUN PUNCT	PER EPS REL DEF CON NIL	Tom lied on the witness~stand .
PRON VERB ADJ NOUN PUNCT	PRO ENS IST CON NIL	I like fresh air .
DET NOUN AUX ADV ADJ PUNCT	DEF CON NOW INT DEG NIL	The lake is very deep .
PROPN VERB DET NOUN PUNCT	PER ENS DEF CON NIL	Tom knows the way .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON EPS REL DEF CON NIL	The tigers escaped from the zoo .
PRON AUX VERB NOUN PUNCT	PRO NOW EXG CON NIL	You 're wasting water .
DET PRON PUNCT PROPN AUX VERB PUNCT	DEF CON REL CON NOW EXG NIL	The she - wolf is howling .
PRON AUX VERB PUNCT	PRO PST EXS NIL	They were tortured .
PRON VERB ADJ PUNCT	PRO EPS IST NIL	She looked ravishing .
SCONJ ADJ AUX DET NOUN PUNCT NOUN NOUN PUNCT	QUE QUV NOW DEF CON EXS QUE	How much does the orange~juice cost ?
PRON VERB PRON PUNCT	PRO EPS PRO NIL	She forgave him .
PRON AUX AUX VERB NOUN PUNCT	PRO NOW EXG CON NIL	I 'm eating cheese .
PROPN VERB PRON AUX ADJ PUNCT	PER EPS PRO PST IST NIL	Tom admitted he was afraid .
DET ADJ NOUN VERB PRON NOUN PUNCT	DEF IST ROL EPS HAS CON NIL	The brave captain saved his ship .
PRON AUX ADV CCONJ ADV ADV PUNCT	PRO NOW IST AND IST ALT NIL	He is up and about again .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF ROL NIL	Tom flirted with the waitress .
PRON DET ADJ NOUN PRON AUX PUNCT	EMP DIS IST CON DST ENS EMP	What a ridiculous opinion that is !
PROPN AUX VERB ADP NOUN PUNCT	PER NOW EXG REL CON NIL	Tom is suffering from cancer .
PRON VERB DET NOUN PUNCT	PRO ENS DEF CON NIL	I love the ocean .
DET NOUN AUX ADP PUNCT PRON PUNCT VERB ADJ PUNCT	PRX CON NOW NOT IST NIL	This work is by~no~means easy .
DET NOUN AUX VERB ADP PUNCT	DEF CON FUT EXS REL NIL	The pain will wear off .
PRON AUX NUM PUNCT SCONJ SYM NUM PUNCT	PRO NOW CLO NIL	It 's five~till~four .
PROPN VERB PRON NOUN ADP DET NOUN PUNCT	PER EPS HAS CON REL DEF CON NIL	Tom put his wallet on the table .
PROPN AUX VERB PUNCT	PER NOW EXG NIL	Tom is yawning .
PRON AUX ADV ADJ PUNCT	PRO PST ALT IST NIL	I was already tired .
PRON VERB ADP PROPN SCONJ PRON AUX NUM PUNCT	PRO EPS REL GPE REL PRO PST QUC NIL	She came to Tokyo when she was 18 .
PRON VERB PROPN PUNCT	PRO ENS HAP NIL	He hates Halloween .
PRON ADP DET NOUN AUX VERB ADP DET NOUN PUNCT	AND REL DEF CON PST EXS REL DIS CON NIL	All of the town was destroyed by a fire .
SCONJ ADJ DET NOUN AUX PUNCT	EMP IST PRX CON NOW EMP	How beautiful this flower is !
AUX PROPN ADV ADJ PUNCT	NOW PER ALT IST QUE	Is Tom still happy ?
PRON VERB PART VERB NOUN PUNCT NOUN PUNCT	PRO ENS NIL EXS CON NIL	I want to eat ice~cream .
PRON AUX AUX PART VERB ADV PUNCT	PRO NOW NOT IST ALT NIL	I 'm not married yet .
PRON AUX VERB ADP DET NOUN ADP PROPN PUNCT	PRO NOW EXG REL DIS CON REL GPE NIL	She is living in some village in India .
PRON NOUN VERB PUNCT	HAS CON ENS NIL	My wrist hurts .
PRON AUX PART ADJ NOUN PUNCT	PRO ENS NOT IST CON NIL	It 's not real money .
PRON AUX VERB DET NOUN ADV PUNCT ADV PUNCT	PRO FUT EXS DEF CON ALT NIL	I 'll wash the dishes once~again .
NOUN VERB PUNCT	PER EPS NIL	Pua sang .
DET NOUN AUX VERB PUNCT	DIS CON PST EXS NIL	A treaty was signed .
NOUN PUNCT NOUN AUX ADJ PUNCT	CON NOW IST NIL	Detective~stories are amusing .
DET NOUN VERB ADP X ADP SYM DET PROPN ADJ PUNCT	DEF ROL EPS IST NIL	The chairman resigned out~of~the~blue .
PROPN CCONJ PROPN AUX PRON VERB PUNCT	PER GRP PER PST AND EXG NIL	Tom and Mary were both crying .
PROPN AUX ADJ PUNCT	PER NOW DEG NIL	Tom is tall .
DET NOUN AUX VERB ADP PROPN PUNCT	PRX CON PST EXS REL GPE NIL	This car was made in Japan .
DET NOUN AUX PROPN PART PUNCT	PRX CON ENS PER HAS NIL	This book is Paolo 's .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DEF CON NIL	She laid the magazine on the table .
PROPN VERB DET ADJ NOUN ADP PROPN PUNCT	PER EPS DIS IST CON REL PER NIL	Dan fixed a quick meal for Linda .
PROPN VERB PRON NOUN PUNCT	PER ENS HAS CON NIL	Mary loves her pony .
PRON AUX VERB ADP DET NOUN PUNCT	PRO NOW EXG REL DST CON NIL	I am aiming at that duck .
PRON VERB PRON PROPN PUNCT	PRO ENS PRO CON NIL	He teaches us English .
PRON AUX ADJ PUNCT	DST NOW IST NIL	That is correct .
PRON ADV VERB PRON NOUN ADJ PUNCT	PRO AND ENS HAS CON COL NIL	She always paints her nails red .
NUM NOUN AUX AUX VERB PUNCT	QUC CON NOW PFT EXS NIL	Thirteen homes have been destroyed .
PRON AUX DET NOUN SCONJ PRON AUX VERB PUNCT	PRX ENS DEF CON REL PRO PST EXS NIL	This is the house where he was born .
DET NOUN VERB ADP PRON PUNCT	DEF CON EPS REL PRO NIL	The boy bowed to me .
DET ADJ SYM NOUN NOUN PUNCT	DEF CON EPS NIL	The light~bulb burst .
PRON AUX ADV ADJ ADP DET NOUN PUNCT	PRO NOW INT IST REL DIS CON NIL	She 's very handy with a saw .
PRON AUX AUX ADV VERB DET NOUN ADP DET NOUN PUNCT	PRO NOW IST EXT PRX CON REL DEF CON NIL	I 've already watched this film on the telly .
PRON VERB PRON PUNCT	DST EPS AND NIL	That displeased everyone .
PRON VERB PRON NOUN ADP DET NOUN PUNCT	PRO EPS HAS ROL REL DEF CON NIL	She patted her son on the shoulder .
PRON VERB VERB PART ADJ PUNCT	PRO NOW NOT IST NIL	I 'm not ashamed .
PRON VERB DET NOUN NOUN PUNCT	PRO EPS DIS CON NOW NIL	I had a nosebleed today .
PRON VERB DET NOUN ADP DET NOUN PUNCT	NIL ENS DIS CON REL PRX CON NIL	There is a mistake in this sentence .
PROPN AUX DET ADJ NOUN ADP PRON NOUN PUNCT	PER ENS DEF TOP CON REL HAS CON NIL	Jack is the tallest boy in his class .
PRON VERB DET NOUN PUNCT NOUN PUNCT NOUN PUNCT	PRO ENS DIS CON NIL	I want a vanilla~ice~cream .
DET ADJ NOUN AUX VERB PRON NOUN PUNCT	DEF IST CON NOW EXG HAS CON NIL	The little girl is sucking her finger .
PRON VERB NOUN DET NOUN PUNCT	PRO ENS CON AND CON NIL	He chops wood every day .
PRON VERB PRON PUNCT CCONJ PRON AUX DET NOUN PUNCT	PRO ENS PRO NIL BUT PRO ENS DIS ROL NIL	I love her , but she 's a lesbian .
DET NOUN VERB NUM NOUN PUNCT	PRX CON ENS QUC UOM NIL	This CD costs ten dollars .
PROPN AUX PART DET ADJ NOUN PUNCT	PER ENS NOT DIS IST ROL NIL	Tom is n't a bad coach .
PRON NOUN PUNCT PRON AUX VERB PROPN PUNCT VERB ADP PRON PUNCT	HAS CON NIL AND NOW EXS LIT NIL ENS REL AND NIL	Our dog , which is named John , barks at anybody .
PRON AUX VERB DET NOUN PROPN NOUN PUNCT	PRO NOW EXG DEF CON NIL	We are climbing the palm~tree .
DET NOUN VERB DET ADJ NOUN PUNCT	PRX CON ENS DIS IST CON NIL	This cheese has a sharp taste .
PRON AUX DET NOUN NOUN PUNCT	PRO EPS DIS CON ROL NIL	He was a rugby player .
DET NOUN AUX VERB PRON NOUN PUNCT	AND ROL NEC EXS HAS ROL NIL	A son must obey his father .
PRON VERB DET NOUN ADP NOUN PUNCT	PRO EPS DIS QUV REL CON NIL	He wrote a lot of stories .
PROPN AUX VERB PRON NOUN PUNCT	PER NOW EXT HAS CON NIL	Tom has braided his beard .
DET NOUN VERB PRON NOUN PUNCT	DEF CON EPS HAS CON NIL	The dagger penetrated his heart .
ADJ NOUN AUX VERB ADP DET NOUN PUNCT	QUV CON NOW EXG REL DEF CON NIL	Several children are playing in the sand .
DET NOUN VERB SCONJ PRON AUX NUM NOUN ADJ PUNCT	DEF ROL EPS SUB PRO PST QUC UOM DEG NIL	The teacher joked that she was 90 years old .
PRON AUX VERB ADP PRON PUNCT	PRO PST EXG REL PRO NIL	I was talking to him .
PRON NOUN AUX ADV ADJ PUNCT	HAS ROL NOW ALT MOR NIL	His brother is still taller .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	He shot an arrow at the deer .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	The clouds hang in the sky .
PRON VERB PROPN AUX ADJ PUNCT	PRO ENS PER NOW IST NIL	I think Tom is persuasive .
PROPN AUX DET NOUN ADV PUNCT	PER PST DIS QUV IST NIL	Tom was a bit late .
PRON ADV VERB PRON ADV PUNCT	PRO NOT EPS PRO ALT NIL	I never saw her again .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	You told a lie .
SCONJ ADJ AUX DET NOUN PUNCT	QUE QUV ENS PRX CON QUE	How much is this umbrella ?
DET NOUN AUX VERB ADP PROPN PUNCT	DEF CON NOW IST REL DOW NIL	The bank is closed on Sunday .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL DEF CON NIL	She punched me in the face .
PRON AUX PART VERB ADP DET NOUN PUNCT	PRO NOW NOT EXG REL DIS CON NIL	He is not sitting on a bench .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	You 're realistic .
SCONJ PRON VERB NOUN PUNCT PRON AUX VERB PRON PRON PUNCT	SUB PRO ENS CON NIL PRO FUT EXS PRO DIS NIL	If you need money , I 'll lend you some .
DET NOUN VERB ADP DET NOUN PUNCT	AND CON EPS REL DEF ROL NIL	Every child bowed to the teacher .
PRON VERB PART VERB ADP DET NOUN PUNCT	PRO EPS NIL EXS REL DEF CON NIL	He attempted to swim across the river .
PRON VERB PRON NOUN ADP DET NOUN PUNCT	PRO EPS HAS CON REL DEF CON NIL	I left your book in the car .
PROPN VERB PROPN ADP DET NOUN PUNCT	PER EPS PER REL DEF CON NIL	Tom grabbed Mary by the hair .
PRON VERB SCONJ DET NOUN AUX DET PROPN PUNCT PROPN SYM NOUN PUNCT PROPN PUNCT PUNCT	PRO EPS SUB DEF CON EPS DIS CON REL CON NIL NIL	We believed that the object was a UFO ( Unidentified~Flying~Object ) .
DET NOUN PUNCT NOUN VERB DET NOUN ADP DET NOUN PUNCT	DEF CON EPS DEF CON REL DEF CON NIL	The hunting~dogs followed the scent of the fox .
PROPN VERB ADP ADV PUNCT	PER EPS REL ALT NIL	Tom stood up again .
AUX PROPN ADJ ADP PRON PUNCT	NOW PER IST REL DIS QUE	Is Tom allergic to anything ?
DET NOUN AUX VERB ADP PUNCT	DEF CON PST EXS REL NIL	The hotel was burned down .
PRON VERB PRON DET NOUN PUNCT	PRO ENS PRO DIS CON NIL	I owe you a beer .
DET NOUN AUX NUM NOUN ADJ PUNCT	PRX CON NOW QUC UOM IST NIL	This watch is ten minutes slow .
PRON DET NOUN PUNCT	EMP DIS CON EMP	What a feast !
AUX PRON VERB PROPN AUX ADV ADJ PART AUX DET NOUN PUNCT	NOW PRO ENS PER NOW INT IST NIL EXS DIS ROL QUE	Do you think Mary is too fat to be a cheerleader ?
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Millie has a dog .
PROPN AUX VERB PRON ADJ PUNCT	PER NOW EXT DIS IST NIL	Tom has found something interesting .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	He abused my confidence .
PROPN VERB DET NOUN ADP NOUN PUNCT	PER EPS DEF CON REL CON NIL	Tom took the bus to school .
VERB DET NOUN PRON VERB PUNCT	EXS AND CON PRO ENS NIL	Take whichever one you want .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	They entered the jungle .
PRON VERB NOUN NOUN ADP ADJ NOUN PUNCT	PRO ENS CON CON REL CON CON NIL	I prefer silver rings to gold ones .
PRON AUX AUX ADJ PUNCT	PRO FUT NIL IST NIL	It will be scary .
ADJ NOUN AUX VERB ADP PROPN ADP NUM PROPN NUM PUNCT	IST CON PST EXS REL GPE REL DOM MOY YOC NIL	Parliamentary elections were held in Iceland on 12 May 2007 .
DET PROPN PROPN PROPN VERB DET ADJ NOUN ADP DET PROPN PUNCT VERB NUM ADP DET NUM NOUN PUNCT	DEF ORG EPS DEF TOP CON REL DEF ORG NIL EXG ORD REL DEF QUC CON NIL	The Independence~Party remained the largest party in the Althing , winning 25 of the 63 seats .
PRON AUX VERB ADP PRON NOUN PUNCT	PRO NOW IST REL HAS ROL NIL	He is acquainted with my wife .
PROPN PROPN CCONJ PROPN PROPN VERB SYM NUM NUM NUM ADP PROPN SYM CCONJ PROPN PROPN PUNCT	ORG ENS UOM QUC REL CON NIL	Procter~and~Gamble spends $ 1.8~billion for Research~and~Development .
PRON AUX ADV ADJ PUNCT AUX PART PRON PUNCT	PRO NOW EMP IST NIL NOW NOT PRO QUE	She 's really smart , is n't she ?
VERB PRON PRON VERB PUNCT	EXS AND PRO ENS NIL	Eat whatever you like .
PROPN AUX DET NOUN ADP PRON PUNCT	PER ENS DIS ROL REL PRO NIL	Tom is a friend of mine .
PRON AUX VERB PRON NOUN VERB PUNCT	PRO NEC FUT HAS CON EXS NIL	I must have my bicycle repaired .
PRON AUX VERB DET NOUN PUNCT	NOT POS EXS PRX CON NIL	Nobody can solve this problem .
PRON AUX AUX ADP PROPN ADP NUM NOUN PUNCT	PRO NOW EXT REL GPE REL QUC UOM NIL	He has been in Japan for three years .
PRON AUX VERB NOUN PUNCT	PRO NOW EXG CON NIL	He is playing golf .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	He saw a dog near the door .
PRON AUX ADJ PUNCT	PRO NOW DEG NIL	He is old .
PRON NOUN VERB DET NOUN NOUN PUNCT	HAS ROL EPS DEF CON COL NIL	My father painted the mailbox red .
INTJ PUNCT	GRE EMP	Hello !
PRON AUX PRON NOUN PUNCT	DST ENS HAS CON NIL	Those are my pants .
PRON VERB ADJ PUNCT NOUN PUNCT	QUE ENS CON QUE	Who wants hot~chocolate ?
NOUN AUX PRON ADJ NOUN PUNCT	CON ENS HAS TOP CON NIL	Tennis is my favourite sport .
NOUN PRON AUX AUX VERB ADP PROPN PUNCT	FUT PRO FUT EXG REL GPE NIL	Tomorrow I 'm going to Paris .
PRON AUX ADP PUNCT NOUN ADP PRON PUNCT	PRO NOW IST REL PRO NIL	She is in~love with him .
PRON VERB ADP PROPN ADP DET NOUN PUNCT	PRO EPS REL GPE REL DEF CON NIL	I went to Bali in the summer .
DET NOUN AUX PRON PUNCT	DEF CON ENS HAS NIL	The bicycle is mine .
DET NOUN ADP NOUN AUX PROPN VERB PUNCT	QUE CON REL CON PST PER EXS QUE	What sort of coalition did Avilov mean ?
ADP NUM PUNCT NUM NOUN AUX VERB PUNCT	REL YOC NIL QUC CON PST EXS NIL	In 1960 , 35 people were employed .
NOUN PUNCT	CON NIL	Logistics .
VERB PRON VERB DET PROPN ADP PROPN PUNCT PUNCT	FUT PRO EXS DEF CON REL PER NIL NIL	"Let us read the Gospel of St.~John . """
PRON ADJ NOUN VERB DET ADJ NOUN PUNCT	QUE GPO CON ENS DEF TOP CON QUE	What Canadian city has the largest population ?
PRON AUX VERB PRON NOUN PUNCT	PRO NOW EXT HAS CON NIL	He has overstepped his authority .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Tom is an aggressive driver .
PROPN VERB PRON PUNCT	PER EPS DIS NIL	Tom said something .
PRON ADJ ADJ NOUN PUNCT NOUN VERB PUNCT	HAS IST IST CON ENS NIL	My upper right wisdom~tooth hurts .
PRON VERB PRON ADP PRON PUNCT	PRO EPS DIS REL PRO NIL	He whispered something to her .
PRON AUX AUX VERB ADP PROPN NOUN PUNCT	PRO FUT EXG REL GPE FUT NIL	I 'm travelling to Paris tomorrow .
PRON DET NOUN PUNCT	EMP DIS CON EMP	What a paella !
PRON NOUN VERB NOUN PUNCT	HAS CON EPS PST NIL	My parrot died yesterday .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	We drove to the hospital .
PROPN VERB PRON NOUN ADP DET NOUN PUNCT	PER EPS HAS CON REL DEF CON NIL	Tom hung his diploma on the wall .
PROPN PART ADJ PUNCT	PER NOW IST NIL	Tom 's headstrong .
PRON VERB VERB ADJ ADP PRON PUNCT	PRO NOW IST REL PRO NIL	I 'm worried about him .
NUM ADP DET NOUN NOUN AUX AUX VERB PUNCT	QUC REL DEF ROL CON NOW PFT EXS NIL	Two of the enemy ships have been destroyed .
PROPN VERB PRON VERB DET NOUN PUNCT	PER ENS PRO EPS DEF CON NIL	Tom thinks I stole the money .
PROPN VERB PROPN SCONJ PRON VERB PROPN PUNCT	PER EPS PER DIS PRO EPS PER NIL	Tom asked Mary if she knew John .
PRON AUX AUX VERB PUNCT ADP ADP PRON PUNCT	PRO NOW IST REL PRO EMP	I 'm fed~up with it !
PROPN AUX VERB PRON PUNCT	PER NOW EXG PRO NIL	Tom is stalking me .
PROPN VERB PUNCT	PER EPS NIL	Tom applauded .
PROPN VERB NOUN PUNCT NOUN PUNCT	PER EPS CON NIL	Tom ordered mineral~water .
PRON AUX VERB PUNCT	PRO NOW EXG NIL	He is eating .
PRON AUX DET NOUN ADJ PUNCT	AND NOW DIS QUV IST NIL	Everyone 's a bit confused .
PRON DET ADJ NOUN PUNCT	EMP DIS DEG CON EMP	What a heavy bag !
PRON CCONJ PRON AUX PRON ADV ADJ PUNCT	PRO GRP PRO NOW AND INT IST NIL	You and he are both very kind .
PRON VERB DET ADJ NOUN PUNCT	PRO EPS DIS DEG CON NIL	He sang some old songs .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DIS CON NIL	He forged the steel into a sword .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tracy lost her glasses .
PRON VERB ADP SCONJ PRON AUX VERB DET NOUN PUNCT	PRO EPS REL SUB PRO PST EXG DIS CON NIL	He stood out because he was wearing a suit .
PRON VERB PRON NOUN VERB ADP PRON NOUN PUNCT	PRO PST HAS CON EXS REL HAS CON NIL	She had her purse snatched from her arm .
PROPN AUX VERB PUNCT PROPN PUNCT ADP PROPN PUNCT	GPE NOW EXS NIL LIT NIL REL CON NIL	"China is called "" Zhongguo "" in Chinese ."
PRON AUX PART VERB NOUN ADP X PRON PUNCT	PRO NOW NOT EXS CON EMP NIL	I do n't drink coffee at~all .
PRON AUX VERB ADP DET NOUN PUNCT	PRO NOW EXG REL DEF CON NIL	He is lying on the bench .
PROPN AUX PART VERB PUNCT	PER NOW NOT EXG NIL	Tom is n't sleeping .
PRON VERB DET VERB NOUN PUNCT	PRO EPS DEF EXT CON NIL	They found the stolen money .
PRON VERB PRON SYM NUM PUNCT	PRO ENS PRO UOM QUC NIL	You owe me $ 1,000 .
PROPN VERB NOUN PUNCT	PER EPS CON NIL	Tom paid cash .
DET NOUN ADP PROPN VERB PART VERB ADJ NOUN PUNCT	DEF CON REL GPE PST NIL EXS QUV UOM NIL	The voyage to America used to take many weeks .
PRON VERB PROPN PUNCT PROPN PUNCT CCONJ PROPN PUNCT	PRO ENS CON REL CON NIL GRP CON NIL	I speak Japanese , English , and French .
PRON AUX NOUN PUNCT	PRO NOW EXG NIL	She 's dieting .
PRON VERB VERB ADJ PUNCT	PRO NOW IST NIL	I 'm busy .
ADV PRON AUX ADJ PUNCT	POS PRO NOW IST NIL	Perhaps she is mistaken .
PRON AUX AUX VERB PRON NOUN PUNCT	PRO POS NOW EXT HAS CON NIL	I may have hurt his feelings .
PROPN AUX VERB DET NOUN PUNCT	PER NOW EXG DIS CON NIL	Tom is baking a pizza .
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	Tom is allergic to shellfish .
