pos	sem	tok
PRON VERB ADJ ADP PRON PUNCT	PRO FUT IST REL PRO NIL	Tu sarai fiero di me .
DET DET NOUN AUX ADJ PUNCT	DEF HAS CON NOW IST EMP	La mia vagina è bella !
PRON AUX ADJ PUNCT	PRO NOW IST NIL	Lei è felice .
PROPN AUX ADV ADJ PUNCT	PER PST INT IST NIL	Tom era molto geloso .
PROPN AUX DET NOUN ADJ PUNCT	PER EPS DIS ROL GPO NIL	Frank~Sinatra era un cantante americano .
ADJ AUX DET ADJ NOUN PUNCT	PER ENS DIS PST ROL NIL	Andre~Agassi è un ex tennista .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXG NIL	Il cane sta abbaiando .
PROPN VERB ADP NOUN PUNCT	PER ENS REL CON NIL	Tom gioca a hockey .
DET NOUN AUX ADJ PUNCT	DEF CON NOW IST NIL	La banana è dolce .
VERB NOUN AUX ADJ PUNCT	EXG CON NOW IST NIL	Cercare casa è stressante .
PROPN AUX ADV ADJ PUNCT	PER NOW INT DEG NIL	Tom è molto giovane .
DET NOUN AUX DET NOUN PUNCT	AND CON EQU DIS CON NIL	Le tartarughe sono dei rettili .
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	Tom è allergico al grano .
PRON PUNCT PROPN AUX ADJ NUM NOUN PUNCT	DEF GEO NOW IST QUC UOM NIL	L' Everglades è ampio 50 miglia .
PROPN AUX VERB ADP DET NOUN PUNCT	PER PST EXS REL DIS ROL NIL	Steven~Jenkins fu colpito da un amico .
DET NOUN AUX ADP NUM PUNCT NUM PUNCT	DEF CON ENS REL SCO NIL	Il risultato è di 1-0 .
PROPN AUX PROPN ADV PUNCT	PER NOW IST NOW NIL	Tom è OK adesso .
PROPN AUX VERB PUNCT	PER NOW IST NIL	Tom è disarmato .
PRON ADV VERB DET NOUN ADP PROPN PUNCT	PRO NOT ENS DEF CON REL PER NIL	Io non dico il segreto di Julia .
PRON AUX VERB DET NOUN PUNCT	PRO NOW EXT DEF GEO NIL	Io ho scalato il Monte~Aso .
PRON AUX VERB PUNCT	PRO NOW IST NIL	Io sono divorziata .
DET NOUN VERB ADV NUM NOUN PUNCT	PRX CON ENS APX QUC UOM NIL	Questo orologio costa circa cinquantamila yen .
DET NOUN AUX VERB PUNCT	DEF ROL NOW IST NIL	Il lattaio è morto .
DET NOUN AUX ADJ PUNCT	DEF CON NOW IST NIL	La prova è inconfutabile .
AUX VERB DET NOUN PUNCT	NOW EXT DEF CON NIL	Ha attraversato la strada .
DET ADJ AUX VERB ADP NUM PUNCT	DEF HAP NOW EXT DEF YOC NIL	La Prima~Guerra~Mondiale è scoppiata nel 1914 .
AUX VERB ADP PRON PUNCT	PST EXS REL PRO NIL	Venne ricattata da lui .
PRON ADP PRON AUX VERB ADP NOUN PUNCT	NOT REL PRO PST IST DEF CON NIL	Nessuno di noi era soddisfatto dal sistema .
PROPN VERB ADP NOUN PUNCT	PER EPS DIS CON NIL	Tom indossava dei guanti .
PROPN AUX VERB DET ADJ NOUN PUNCT	PER NOW EXT DIS DEG CON NIL	John ha ereditato una grande fortuna .
PRON ADV AUX VERB PUNCT	PRO NOT POS EXS NIL	Lui non può nuotare .
ADP NOUN VERB PRON PUNCT	REL CLO EPS AND NIL	A mezzanotte entrarono tutti .
PROPN ADV AUX ADJ PUNCT	PER NOT NOW IST NIL	Tom non è geloso .
PRON VERB ADP PROPN PUNCT	PRO ENS REL PER NIL	Mi fido di Ken .
PROPN AUX VERB PROPN ADP NOUN PUNCT	PER NOW EXT PER REL CON NIL	Grace ha incontrato William a scuola .
PRON VERB ADP PROPN PUNCT	NOT ENS REL GPE NIL	Nessuno cammina a Los~Angeles .
PROPN ADV AUX VERB PUNCT ADJ PUNCT	PER NOT NOW EXG NIL QUE QUE	Tom non sta partendo , vero ?
ADV PRON VERB DET NOUN PUNCT	ALT PRO ENS DST CON NIL	Anche io voglio quella maglia .
PROPN VERB ADP NOUN PUNCT	PER EPS DIS CON NIL	Tom preparò degli spaghetti .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Tom è un eccellente sciatore .
ADV AUX VERB PRON PUNCT	NOT NOW EXG DIS NIL	Non sta guardando nessuno .
PROPN VERB DET NOUN ADP PUNCT NOUN PUNCT	PER EPS DEF CON DEF CON NIL	Tom attaccò la corda all' aquilone .
DET NOUN VERB ADP DET NOUN PUNCT	DEF ROL EPS REL DIS CON NIL	Il cacciatore sparò a un cervo .
DET NOUN VERB ADP NUM PUNCT	DEF CON EFS DEF CLO NIL	Il treno parte alle nove .
NOUN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Stephen~Hawking è un fisico .
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	John è bravo in matematica .
PRON AUX DET NOUN PUNCT	PRO ENS HAS ROL NIL	Lui è mio amico .
DET NOUN AUX ADJ PUNCT	DEF CON PST DEG NIL	La camera era calda .
PRON VERB DET DET NOUN PUNCT	PRO EPS DEF HAS CON NIL	Lui prese il suo libro .
PRON AUX VERB NUM NOUN ADP NOUN PUNCT	PRO NOW EXT QUC UOM REL CON NIL	Lui ha passato tre anni in prigione .
DET NOUN VERB PUNCT	DEF CON EPS NIL	Le anatre schiamazzavano .
PROPN VERB PUNCT	PER EPS NIL	Tom sonnecchiava .
PROPN AUX ADV ADJ PUNCT	PER NOW INT IST NIL	Tom è completamente incompetente .
PROPN AUX ADV ADJ PUNCT	PER NOW ALT IST NIL	Tom è anche sordo .
PRON AUX VERB DET DET NOUN PUNCT	NOT NOW EXT DEF HAS CON NIL	Nessuno ha apprezzato il suo sacrificio .
DET NOUN ADP NOUN AUX ADJ PUNCT	DEF CON REL DOW FUT IST NIL	La partita di domenica sarà decisiva .
DET NOUN VERB ADP NUM PUNCT	DEF CON ENS DEF CLO NIL	Il supermercato apre alle dieci .
PROPN AUX DET NOUN ADJ PUNCT	PER ENS DIS ROL IST NIL	Sekkura è uno chef qualificato .
PROPN AUX VERB PUNCT	PER NOW IST NIL	Tom è fatto .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Lui raccolse un sasso .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON ENS REL DEF CON NIL	Le bambine ballano ne l bosco .
DET NOUN AUX DET NOUN PUNCT	AND CON EQU DIS CON NIL	La balena è un mammifero .
DET NOUN AUX DET NOUN ADJ PUNCT	AND CON ENS DIS CON IST NIL	Un cane è un animale intelligente .
NUM ADV NUM VERB NUM PUNCT	QUC CON QUC EXS QUC NIL	Due più due fa cinque .
