pos	sem	tok
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS ROL EXT NIL	Sie hat einen Feuerwehrmann geheiratet .
PRON VERB ADP NOUN PUNCT	NOT ENS REL PER NIL	Niemand hört auf Tom .
PRON AUX PART ADV ADV ADP PRON PUNCT	PRO NOW NOT EQU IST REL PRO NIL	Sie ist nicht so groß wie er .
PROPN AUX ADP PROPN VERB PUNCT	PER PST REL GPE EXS NIL	André~Henri~Constant~van~Hasselt wurde in Maastricht ausgebildet .
PROPN AUX DET NOUN ADP PROPN VERB PUNCT	PER NOW DIS CON REL GPE EXT NIL	Hooper hat ein Haus in Portland gekauft .
NOUN AUX ADP PROPN VERB PUNCT	PER PST REL GPE EXS NIL	Wolfgang~Amadeus~Mozart wurde in Salzburg geboren .
PRON X PUNCT DET NOUN PUNCT	PRO EFS DEF CON NIL	Ich ess' den Apfel .
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL DIS CON NIL	Ich klettere auf eine Palme .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DIS CON NIL	Der Hund grub ein Loch .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	Sie spielte einen Walzer auf dem Klavier .
DET NOUN ADV VERB AUX PUNCT	DEF CON NEC EXS NOW NIL	Das Hemd muss gebügelt werden .
DET NOUN AUX DET NOUN ADP DET NOUN VERB PUNCT	HAS ROL NOW HAS ROL REL DEF YOC EXT NIL	Meine Mama hat meinen Papa in den 80ern geheiratet .
PRON AUX PROPN VERB PUNCT	PRO NOW PER EXT NIL	Ich habe Tom verziehen .
PRON VERB DET DET NOUN ADP PROPN PUNCT	PRO EPS DIS QUV UOM REL GPE NIL	Er verbrachte ein paar Monate in Schottland .
PROPN AUX ADV ADP NOUN PUNCT	PER NOW IST REL CON NIL	Tom ist allergisch auf Milchprodukte .
PRON AUX NUM NOUN ADV SCONJ PRON PUNCT	PRO NOW QUC UOM MOR REL PRO NIL	Ich bin drei Jahre jünger als du .
PRON AUX PRON VERB PUNCT	PRO NOW PRO EXT NIL	Sie hat ihn erstochen .
PRON VERB DET NOUN ADP DET NOUN ADP PUNCT	PRO EPS DEF CON REL DIS CON REL NIL	Sie rührte die Suppe mit einem Löffel um .
ADV PRON AUX NOUN PUNCT	ALT PRO ENS CON NIL	Auch ich mag Süßigkeiten .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Sie bügelte ihr Shirt .
NOUN NOUN PUNCT	ENS CON QUE	Träumen Katzen ?
PRON AUX NUM PUNCT	PRO NOW CLO NIL	Es ist fünf~vor~neun .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DIS CON REL DIS CON NIL	Tom tat etwas Reis in eine Schüssel .
DET NOUN VERB PRON PUNCT	PRX CON ENS PRO NIL	Dieser Bleistift gehört mir .
DET NOUN VERB PUNCT	DEF CON EPS NIL	Der Hund knurrte .
DET NOUN AUX NUM VERB PUNCT	DEF GEO PST YOC EXT NIL	Die Kakhovskaya-Linie wurde 1995 gebaut .
PROPN ADV PROPN PUNCT	GPE EPS GPE NIL	Großbritannien verärgert Argentinien .
PRON VERB ADP ADJ NOUN PUNCT	PRX ENS REL IST CON NIL	Dies grenzt an wissenschaftliche Unredlichkeit .
PROPN VERB ADP DET NOUN DET NOUN PUNCT	PER ENS REL HAS CON DIS CON NIL	Tom pflanzt in seinem Hinterhof eine Palme .
DET NOUN VERB ADV PUNCT	DEF CON EPS IST NIL	Die Goblins grinsten grausig .
DET NOUN AUX VERB PUNCT	AND CON NOW IST NIL	Alle Plätze sind ausgebucht .
DET NOUN AUX ADV ADV PUNCT	PRX CON NOW INT IST NIL	Dieses Gebiet ist äußerst abgelegen .
PRON DET NOUN VERB PUNCT AUX DET NOUN PUNCT	AND DEF CON EXS NIL EXS DEF CON NIL	Wer das Geld hat , hat die Macht .
PRON VERB DET NOUN ADP NUM NOUN PUNCT	PRO ENS DEF CON REL QUC UOM NIL	Wir schätzen den Schaden auf tausend Dollar .
PRON VERB ADP PRON PUNCT	PRO ENS REL PRO NIL	Sie schwärmt für ihn .
PROPN AUX ADV ADP DET NOUN PUNCT	PER NOW MOR REL HAS ROL NIL	Mary ist klüger als ihre Schwester .
DET NOUN VERB ADP DET NOUN PUNCT	DEF ROL EPS REL DEF CON NIL	Die Schlittschuhläufer liefen um die Bahn .
DET NOUN VERB ADP DET NOUN PUNCT	HAS ROL EPS REL DEF CON NIL	Meine Mutter probierte von der Milch .
PROPN VERB PRON ADP DET NOUN PUNCT	PER ENS REF REL HAS CON NIL	Tom rasiert sich auf seinem Zimmer .
NOUN VERB NUM NOUN ADP PROPN PUNCT	PER EPS QUC UOM REL GPE NIL	Fabio lebte zwei Jahre in Schanghai .
PRON AUX DET NOUN PUNCT	PRO ENS NOT CON NIL	Das sind keine Fische .
DET X NOUN ADP DET NOUN PUNCT	DIS CON ENS REL DEF CON NIL	Ein Baby schläft in der Wiege .
PROPN X NOUN VERB DET NOUN PUNCT	PER HAS CON EPS QUV CON NIL	Tom s Essay enthielt viele Tippfehler .
PRON AUX NUM NOUN VERB PUNCT	PRO NOW QUC CON EXT NIL	Ich habe zwei Hamburger bestellt .
NUM NOUN AUX VERB PUNCT	QUC ROL PST EXS NIL	Acht Forstbeamte wurden vernommen .
PROPN AUX VERB PUNCT	PER NOW EXT NIL	Tom hat verstanden .
PRON VERB DET NOUN PUNCT	PRO ENS NOT CON NIL	Ich spreche kein Spanisch .
PROPN VERB PUNCT	PER EPS NIL	Tom grimassierte .
PRON VERB DET NOUN ADP NOUN PUNCT	PRO EPS DIS CON DEF CON NIL	Ich sah ein Nilpferd im Zoo .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Er spricht Chinesisch .
PRON AUX ADV ADV PUNCT	PRO NOW INT IST NIL	Ich bin sehr glücklich .
PRON VERB DET NOUN ADP DET ADJ NOUN PUNCT	PRO EPS DIS CON REL DEF DEG CON NIL	Er warf einen Stein auf den großen Hund .
PROPN AUX ADV ADV ADP PRON PUNCT	PER NOW QUV MOR REL PRO NIL	Tom ist viel größer als ihr .
DET NOUN NOUN VERB ADP DET NOUN PUNCT	DIS COL CON EPS REL HAS CON NIL	Ein leuchtend~roter Marienkäfer landete auf meiner Fingerkuppe .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Tom hat die Fackel gelöscht .
PRON VERB ADP PRON PUNCT	PRO EPS REL PRO NIL	Sie tanzte mit ihm .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Sie erwartet ein Kind .
PRON AUX NOUN PUNCT	PRO ENS CON NIL	Ich mag Brombeeren .
PROPN AUX DET ADJ NOUN PUNCT	GPE ENS DIS IST CON NIL	Detroit ist eine gefährliche Stadt .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Er fahrt einen Lastwagen .
PROPN VERB DET NOUN PUNCT	PER EPS NOT CON NIL	Tom trug keinen Hut .
PRON VERB DET NOUN ADP NUM NOUN PUNCT	PRO EPS DEF CON REL QUC UOM NIL	Wir schätzten den Schaden auf eintausend Dollar .
PRON VERB DET NOUN ADP NOUN PUNCT	PRO EPS DEF CON REL CON NIL	Ich überquerte den Fluss per Schiff .
PRON AUX ADP NOUN PROPN PUNCT	PRO FUT REL CLO EXS NIL	Wir werden um sechs~Uhr essen .
PRON AUX ADP DET NOUN PUNCT	PRO ENS REL DEF CON NIL	Er ist auf der Tanzfläche .
DET NOUN AUX NUM NOUN ADV PUNCT	DEF CON NOW QUC UOM DEG NIL	Die Truhe ist drei Fuss breit .
DET NOUN VERB NUM NOUN PUNCT	PRX CON ENS QUC UOM NIL	Dieser Stein wiegt fünf Tonnen .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Ich trinke Orangensaft .
PROPN VERB DET NOUN ADP NOUN PUNCT	PER EPS DIS CON REL CON NIL	Tom pflückte einen Apfel vom Baum .
PRON AUX NUM NOUN ADV PUNCT	PRO NOW QUC UOM DEG NIL	Ich bin 19 Jahre alt .
DET PROPN AUX ADV PUNCT	PRX CON NOW COL NIL	Dieser Schwan ist schwarz .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Charlie~Chaplin ist ein Schauspieler .
PRON AUX ADV ADV PUNCT	PRO NOW INT IST NIL	Ich bin ausgesprochen glücklich .
PRON AUX ADV ADV DET NOUN VERB PUNCT	PRO NOW ALT ALT DEF CON EXT NIL	Sie hat schon wieder den Toaster kaputtgemacht .
PROPN AUX ADP PROPN VERB PUNCT	PER PST REL PER IST NIL	Hughes war mit Gracia verheiratet .
NOUN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Mayuko betrat den Raum .
DET NOUN VERB NUM NOUN PUNCT	DEF CON ENS QUC UOM NIL	Der Tee kostet zwei Euro .
PRON AUX ADV CCONJ PROPN PUNCT	PRO NOW IST AND IST NIL	Er ist groß und schlank .
PRON VERB PUNCT	DIS ENS NIL	Jemand lügt .
DET NOUN VERB DET ADJ NOUN PUNCT	DEF CON ENS DEF EXG CON NIL	Die Ratten verlassen das sinkende Schiff .
DET NOUN VERB PUNCT	HAS CON ENS NIL	Meine Kopfhaut juckt .
PRON VERB PRON PUNCT	AND ENS AND NIL	Jeder kennt jeden .
DET NOUN AUX ADV PUNCT	DEF CON NOW DEG NIL	Die Suppe ist heiß .
DET NOUN AUX ADP NOUN VERB PUNCT	QUV ROL PST DEF CON EXS NIL	Viele Arbeiter waren im Kohlenbergwerk eingeschlossen .
PROPN VERB DET NOUN ADV PUNCT	PER EPS DEF CON REL NIL	Tom legte die Decke zusammen .
PRON VERB NOUN PUNCT	AND ENS PER NIL	Alle hassen Tom .
PRON AUX VERB PUNCT	PRO PST IST NIL	Er war bekifft .
PROPN AUX PRON DET NOUN VERB PUNCT	PER NOW PRO QUV CON EXT NIL	Tom hat uns viel Geld gespendet .
PRON AUX DET NOUN VERB PUNCT	PRO NOW HAS ROL EXT NIL	Sie hat ihren Mann vergiftet .
DET ADJ NOUN AUX ADP PROPN PUNCT	DEF TOP CON EPS REL GPE NIL	Der schlimmste Aufstand war in Chicago .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF CON NIL	Das Dienstmädchen servierte den Tee .
DET NOUN AUX ADP ADJ NOUN ADV ADV PUNCT	PRX CON NOW REL DEG CON INT IST NIL	Dieses Lied ist bei jungen Leuten sehr beliebt .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Er ist süchtig .
PRON VERB NUM NOUN ADP DET NOUN PUNCT	PRO EPS QUC UOM REL DEF CON NIL	Er bezahlte zwanzig Dollar für den Lippenstift .
PRON PUNCT PRON PRON VERB PUNCT VERB PRON PUNCT	DIS NIL IMP PRO ENS NIL ENS PRO NIL	Jeder , der ihn kennt , respektiert ihn .
DET NOUN AUX ADV ADV PUNCT	DEF CON NOW NOT IST NIL	Die Erklärung ist keineswegs zufriedenstellend .
ADV AUX DET NOUN PUNCT	CON ENS HAS CON NIL	Arabisch ist meine Muttersprache .
PRON VERB DET ADJ NOUN PUNCT	PRO EPS QUV IST CON NIL	Sie pflückte viele schöne Blumen .
PROPN AUX ADP PROPN VERB PUNCT	PER PST REL PER EXS NIL	Ibrahim~Sofu wurde von Metin~Kaplan ermordet .
PROPN VERB ADP DET NOUN PUNCT	PER ENS REL DEF ORG NIL	Bill~Clinton gehört zu der Demokratischen~Partei .
PRON VERB ADV DET NOUN PUNCT	PRO ENS NOW DIS CON NIL	Sie schreibt gerade einen Brief .
PROPN VERB ADP PRON ADP PUNCT	PER EPS REL CLO REL NIL	Tom wachte um halb~sieben auf .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Mario kaufte ein Mikroskop .
PRON AUX ADV ADP NOUN PUNCT	PRO NOW MOR REL PER NIL	Ich bin erfahrener als Tom .
PRON AUX ADV PUNCT	PRO NOW IST EMP	Ich bin empört !
PROPN VERB PRON PUNCT	PER EPS PRO NIL	Tom umarmte mich .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Tom ist ein herausragender Tennisspieler .
DET NOUN VERB DET NOUN PUNCT	DEF CON ENS DIS CON NIL	Die Seidenraupe spinnt einen Faden .
PRON AUX DET NOUN ADV PUNCT	PRO NOW HAS CON IST NIL	Ich habe deinen Unsinn satt .
DET ADJ NOUN VERB DET NOUN PUNCT	DIS DEG CON EPS DIS CON NIL	Eine große Spinne spann ein Netz .
ADP PRON AUX PRON VERB PUNCT	REL QUE NOW PRO EXT QUE	Mit wem bist du gegangen ?
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON ENS REL HAS ROL NIL	Der Junge spricht mit seinem Großvater .
PRON VERB PRON PART PUNCT	PRO ENS PRO NOT NIL	Ich beneide ihn nicht .
PRON VERB PRON DET NOUN PART PUNCT	PRO ENS PRO HAS CON NOT NIL	Ich verkaufe Ihnen mein Auto nicht .
PROPN VERB DET NOUN NUM ADP PUNCT	GPE EPS DEF CON YOC REL NIL	Amerika schaffte die Sklaverei 1863 ab .
DET NOUN VERB PRON PUNCT	PRX CON ENS PRO NIL	Diese CD gehört ihr .
DET NOUN AUX PRON VERB PUNCT	QUE CON NOW PRO EXT QUE	Welche Insekten haben Sie gegessen ?
PRON AUX ADV ADV PUNCT	PRO NOW INT DEG NIL	Er ist sehr groß .
PUNCT NOUN PUNCT AUX ADP PROPN VERB PUNCT	NIL ART NIL PST REL PER EXS NIL	""" Herr~der~Ringe "" wurde von Peter~Jackson geleitet ."
PROPN VERB ADP DET PROPN PUNCT	PER ENS REL DEF ORG NIL	Allan~Chapman arbeitet für das River~Forecast~Centre .
PRON AUX ADV NUM NOUN VERB PUNCT	PRO FUT MOR QUC UOM EXS NIL	Es wird über 10000 Yen kosten .
PRON VERB ADV DET NOUN PUNCT	PRO ENS NOW DEF CON NIL	Ich spüle gerade die Teller .
DET NOUN AUX ADV PUNCT	HAS CON NOW COL NIL	Sein Fahrrad ist blau .
DET NOUN VERB ADP NOUN PUNCT	DEF CON ENS DEF CON NIL	Der Hase blutet am Ohr .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON EPS REL DEF CON NIL	Die Biene flog zu der Blume .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Ich habe die Vordertür abgeschlossen .
NOUN PROPN AUX PART VERB PUNCT	ROL PER NOW NOT EXT NIL	Frau Jackson ist nicht erschienen .
PRON VERB DET NOUN PUNCT	DIS EPS DEF CON NIL	Jemand öffnete die Tür .
DET NOUN VERB DET NOUN VERB PUNCT	DIS CON NOW DIS CON EXT NIL	Ein Krokodil hat einen Hund gefressen .
PROPN ADJ NOUN PUNCT	PER EPS CON NIL	Tom trank Apfelsinensaft .
PROPN VERB ADP NOUN DET NOUN PUNCT	PER EPS DEF CON DIS CON NIL	Tom entdeckte am Strand eine Leiche .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DIS CON EXT NIL	Tom hat einen Kaugummi verschluckt .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS CON EXT NIL	Sie hat ein Zimmer gebucht .
DET NOUN AUX DET NOUN PUNCT	AND CON EQU DIS CON NIL	Jeder Android ist ein Roboter .
PRON AUX DET NOUN PUNCT	PRO NOW DIS ROL NIL	Er ist ein Meckerfritze .
PRON AUX DET NOUN VERB PUNCT	QUE NOW PRX CON EXT QUE	Wer hat dieses Gedicht verfasst ?
PROPN AUX ADP NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Tom ist im Unterricht weggedöst .
PRON AUX ADV ADP DET NOUN VERB PUNCT	PRO NOW PST REL DIS CON EXT NIL	Ich habe früher in einem Dorf gewohnt .
DET NOUN AUX ADP DET NOUN VERB PUNCT	PRX CON PST REL HAS ROL EXS NIL	Dieser Baum wurde von meinem Großvater gepflanzt .
DET NOUN VERB ADP NUM NOUN ADV PUNCT	DEF CON EPS PST QUC UOM NIL NIL	Der Krieg fand vor fünfundvierzig Jahren statt .
DET NOUN AUX DET ADJ NOUN PUNCT	HAS ROL ENS DIS IST ROL NIL	Sein Bruder ist ein berühmter Fußballspieler .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXT NIL	Das Kind hat erbrochen .
DET NOUN VERB PRON PUNCT	HAS CON EPS PRO NIL	Ihre Rede langweilte mich .
NOUN VERB DET NOUN ADP PUNCT	PER EPS DEF CON REL NIL	Marie nahm die Geschenke an .
VERB AUX PRON PRON PUNCT	EXT NOW PRO CON NIL	Gekauft habe ich eine .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Er schwamm über den Fluss .
PRON AUX DET NOUN PUNCT	PRO ENS DST CON NIL	Sie mag diesen Bass .
PROPN AUX NOUN PUNCT	PER NOW GPO NIL	Evangeline~Lilly ist Kanadierin .
PRON AUX ADV ADP PRON PUNCT	PRO NOW MOR REL PRO NIL	Er ist größer als ich .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Ich aß den Apfel .
ADP DET NOUN AUX PROPN VERB PUNCT	REL QUE CON PST PER EXS QUE	In welcher Stadt wurde Jorge~Machado geboren ?
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Ich liebe Knoblauch .
NUM ADV NUM VERB ADV PUNCT	QUC CON QUC EXS QUC NIL	Fünfzehn mal fünf macht fünfundsiebzig .
PRON VERB ADP NOUN PUNCT CCONJ PRON VERB ADV ADP PROPN PUNCT	PRO ENS REL GPE NIL BUT PRO EXS NOW REL GPE NIL	Ich komme aus Hiroshima , aber ich lebe jetzt in Tōkyō .
NOUN AUX ADP PROPN VERB PUNCT	PER PST REL GPE EXS NIL	Napoleon~Bonaparte wurde auf Korsika geboren .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DIS CON NIL	Sie starb an einem Schock .
NUM CCONJ NUM AUX NUM PUNCT	QUC CON QUC EXS QUC NIL	Drei mal vier ist zwölf .
PRON AUX NOUN PUNCT	PRO NOW CLO NIL	Es ist Viertel~nach~neun .
NOUN VERB NOUN PUNCT	PER ENS CON NIL	Melanie mag Musik .
PRON VERB PROPN PUNCT	PRO ENS CON NIL	Sie spielen Schach .
PRON VERB DET ADJ NOUN PUNCT	PRO EPS DIS DEG CON NIL	Er beraubte eine alte Dame .
PRON VERB DET NOUN NOUN PUNCT	PRO EPS DIS QUC CON NIL	Ich kaufte ein Dutzend Äpfel .
DET NOUN VERB NOUN PROPN PUNCT	PRX CON ENS ROL PER NIL	Dieses Haus gehört Herrn Yamada .
DET NOUN AUX ADP PROPN VERB PUNCT	PRX CON PST REL PER EXS NIL	Diese Musik wurde von Bach komponiert .
PRON AUX ADV ADP DET NOUN VERB PUNCT	PRO NOW INT REL DIS CON IST NIL	Sie ist völlig in ein Buch vertieft .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Tom ist ein Miesepeter .
PRON AUX NOUN PUNCT	AND ENS PER NIL	Alle mögen Tom .
DET NOUN VERB ADV NOUN PUNCT	DEF CON ENS NOW CON NIL	Die Dame trinkt nun Wasser .
PRON VERB PROPN PUNCT	PRO ENS CON NIL	Ich lerne Japanisch .
DET PROPN AUX NUM NOUN ADV PUNCT	DEF GEO NOW QUC UOM DEG NIL	Der Kanchenjunga ist 8.586 Meter hoch .
PRON AUX DET NOUN PUNCT	PRO ENS DIS IST NIL	Ich möchte etwas Süßes .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Ich lerne Tschechisch .
PRON VERB DET ADJ NOUN PUNCT	PRO EPS QUV IST CON NIL	Sie pflückte viele schöne Blumen .
DET NOUN AUX NUM NOUN VERB PUNCT	PRX CON NOW QUC UOM EXT NIL	Dieser Mantel hat drei Jahre gehalten .
PRON VERB PROPN PUNCT	PRO ENS CON NIL	Ich spreche Mari .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS ROL EXT NIL	Er hat einen Privatdetektiv engagiert .
PROPN VERB DET NOUN PUNCT	PER EPS HAS CON NIL	Tom salzte sein Ei .
DET NOUN AUX NOUN VERB PUNCT	HAS CON NOW PER EXT NIL	Mein Hund hat Tom gebissen .
PROPN AUX NUM NOUN VERB PUNCT	PER NOW QUC CON EXT NIL	Tom hat drei Fische gefangen .
PRON AUX PUNCT NOUN PUNCT ADV ADV PART VERB PUNCT	PRO NOW NIL ART NIL ALT ALT NOT EXT NIL	Ich habe „ Krieg~und~Frieden “ auch noch nicht gelesen .
PRON VERB NOUN ADP DET NOUN PUNCT	PRO EPS CON REL DIS CON NIL	Ich fing Schmetterlinge mit einem Netz .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Er wienerte seine Schuhe .
PROPN VERB DET NOUN ADP PUNCT	PER EPS HAS CON REL NIL	Tom setzte seinen Helm ab .
DET NOUN VERB ADV PUNCT	DEF CON ENS NOW NIL	Das Kind zahnt jetzt .
DET NOUN ADP PROPN AUX ADP NUM NOUN VERB PUNCT	DEF CON REL ORG NOW REL QUC UOM EXT NIL	Die Einnahmen von Tom~Online sind um 38,5 % gestiegen .
DET NOUN AUX NUM NOUN ADV ADP PRON PUNCT CCONJ PRON AUX NUM NOUN ADV PUNCT	HAS ROL NOW QUC UOM MOR REL PRO NIL BUT PRO NOW QUC UOM MOR NIL	Mein Bruder ist zwei Jahre älter als ich , aber er ist drei Zentimeter kleiner .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DEF CON NIL	Tom las das Etikett auf der Flasche .
PROPN VERB ADP DET NOUN DET NOUN ADP DET NOUN PUNCT	PER EPS REL DIS CON HAS CON REL DIS CON NIL	Anton schnitzte mit einem Messer seinen Namen in einen Baum .
DET NOUN AUX VERB PUNCT	PRX CON NOW EXS NIL	Dieses Huhn ist verkocht .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL DEF CON NIL	Ich schlug ihm auf das Kinn .
PRON AUX ADV ADP PRON PUNCT	PRO NOW MOR REL PRO NIL	Du bist größer als sie .
DET NOUN AUX ADV PUNCT	PRX CON NOW IST NIL	Dieses Café ist gemütlich .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON EPS REL DEF GEO NIL	Das Boot segelte über den Pazifischen~Ozean .
PROPN VERB DET NOUN NUM NOUN PUNCT	PER EPS DEF CON QUC CON NIL	Tom spendete dem Museum drei Bilder .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Wir verkaufen Orangensaft .
PRON ADP PRON AUX DET NOUN PUNCT	NOT REL PRO ENS DIS ROL NIL	Keiner von uns ist ein Feigling .
DET NOUN VERB PUNCT	DEF ROL ENS NIL	Die Mütter nähen .
PROPN AUX DET NOUN PUNCT	QUC EXS NOT CON NIL	Fünfzehn ist keine Primzahl .
PRON VERB DET NOUN PUNCT	PRO ENS NOT CON NIL	Ich spreche kein Schwedisch .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Er hat Alzheimer .
PRON VERB DET NOUN ADV PUNCT	PRO NOW DEF CON EXS NIL	Mir tut der Nacken weh .
PRON AUX ADV ADP PRON PUNCT	NOT NOW MOR REL PRO NIL	Niemand ist intelligenter als er .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Abrams jagte Browne .
DET NOUN AUX PROPN PUNCT	HAS ROL ENS GPO NIL	Meine Frau ist Polin .
PROPN VERB ADP NOUN PUNCT	PER EPS DEF CON NIL	Tom fuhr zur Schule .
PRON VERB PUNCT	NIL ENS NIL	Es schneit .
PRON AUX ADV ADV ADP PRON PUNCT	PRO NOW QUV MOR REL PRO NIL	Sie ist viel größer als ich .
DET NOUN VERB NUM NOUN PUNCT DET NOUN VERB PUNCT	HAS CON ENS QUC CON NIL DEF CON REL NIL	Unser Haus hat sieben Zimmer , das Wohnzimmer eingeschlossen .
DET NOUN VERB ADP DET ADJ NOUN PUNCT	DEF CON EPS REL DEF IST CON NIL	Das Boot tanzte auf dem bewegten Wasser .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Tom sah Maria .
PRON AUX ADV ADV PUNCT	DST NOW INT IST NIL	Das ist total verrückt .
PRON AUX DET NOUN PROPN PUNCT	PRO ENS DIS CON CON NIL	Das ist ein Spinnen biss .
DET NOUN VERB PUNCT	DEF CON EPS NIL	Der Pfiff ertönte .
PROPN PROPN PRON ADP DET NOUN PUNCT	PER EPS DIS REL HAS CON NIL	Tom stahl etwas aus meinem Hause .
PRON AUX PRON VERB PUNCT	PRO NOW PRO EXT NIL	Sie hat ihn getreten .
PROPN PROPN DET NOUN PUNCT	PER EPS DEF CON NIL	Tom belud den Lastwagen .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Maria salzte das Fleisch .
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Tom rupft ein Huhn .
DET NOUN VERB PUNCT	AND CON EXS NIL	Eine Biene summt .
DET ADJ NOUN AUX DET ADJ NOUN PUNCT	DEF IST CON EPS DIS GPO ROL NIL	Die verletzte Frau war eine brasilianische Urlaubsreisende .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Ich brate Fisch .
PROPN VERB PROPN DET NOUN ADP PUNCT	PER EPS PER DEF CON REL NIL	Tom warf Maria die Schlüssel zu .
PROPN AUX DET NOUN VERB PUNCT	PER PST REL CON EXS NIL	O.J.~Simpson wurde des Mordes beschuldigt .
NOUN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Betty ist eine Serienmörderin .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Tom hat das Ketchup vergessen .
PRON VERB PRON PUNCT	PRO EPS NOT NIL	Sie sagte nichts .
PROPN VERB DET NOUN PUNCT	PER ENS DIS CON NIL	Tom wählt eine Telefonnummer .
AUX DET NOUN ADV PUNCT	NOW DST CON IST QUE	Ist dieses Teeservice vollständig ?
PROPN VERB PUNCT	PER EPS NIL	Alice lächelte .
DET NOUN AUX ADV ADV PUNCT	DEF CON NOW NOT IST NIL	Die Frage ist keineswegs einfach .
DET NOUN VERB PRON PUNCT	PRX CON ENS PRO NIL	Dieser Roman langweilt mich .
PRON VERB ADP PUNCT	AND EXG REL NIL	Alle sehen zu .
PRON VERB PUNCT	PRO ENS NIL	Ich verstehe .
PRON VERB PUNCT	PRO EPS NIL	Sie schluchzte .
DET NOUN VERB PART PUNCT	DEF CON ENS NOT NIL	Der Ventilator funktioniert nicht .
PRON AUX VERB PUNCT	PRO NOW IST NIL	Er ist stockbesoffen .
PRON AUX DET ADJ NOUN PUNCT	PRO ENS DIS IST ROL NIL	Er ist ein schrecklicher Gegner .
DET NOUN VERB NUM NOUN PUNCT	PRX CON ENS QUC CON NIL	Diese Frage zählt fünfzig Punkte .
PROPN VERB PUNCT	PER EPS NIL	Maria kniete .
PRON VERB NOUN PUNCT	PRO EPS CON NIL	Wir aßen Schildkrötensuppe .
PRON VERB PUNCT	PRO EPS NIL	Ich schlief .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	Er warf einen Stein in den Teich .
DET NOUN AUX ADV VERB PUNCT	DEF CON PST INT EXS NIL	Die Festplatte wurde völlig zerstört .
X	CTC	http://www.skat.com/skatordnung.html
PRON X PUNCT PRON VERB PUNCT	PRO EPS COO PRO EPS NIL	er schwur , er lästerte .
PRON VERB AUX PUNCT	PRO ENS CON NIL	Sie spinnt Wolle .
PROPN VERB PROPN DET NOUN PUNCT	PER EPS PER DEF CON NIL	Abrams reichte Browne die Zigarette .
DET NOUN VERB PRON PUNCT	DEF CON ENS PRO NIL	Das Haus gehört mir .
PRON AUX DET NOUN PUNCT	PRO ENS NOT ROL EMP	Ich bin kein Nazi !
PRON VERB ADP NOUN PUNCT	PRO ENS REL CON NIL	Sie leidet an Raumangst .
PROPN VERB ADV NOUN PUNCT	PER ENS NOW CON NIL	Tom bügelt gerade Hemden .
