pos	sem	tok
PRON AUX ADV VERB PUNCT	PRO POS NOT EXS NIL	Hij kan niet zwemmen .
PRON VERB ADP PROPN ADP ADP NUM PROPN PUNCT	PRO EPS REL GPE REL REL DOM MOY NIL	Ze kwamen in New~Delhi aan op 9 juli .
ADV VERB DET NOUN PUNCT	QUE ENS DEF CON QUE	Waar zijn de parkeermeters ?
PRON AUX DET NOUN VERB PUNCT	PRO ENS DIS QUC CON NIL	We hebben een half~dozijn eieren .
AUX PRON ADJ ADP PROPN PUNCT	NOW PRO IST REL PER QUE	Ben je boos op Tom ?
PROPN VERB PRON NOUN ADP DET NOUN PUNCT	PER EPS HAS CON REL DEF CON NIL	Tom schreef zijn naam op het bord .
PRON AUX DET ADJ NOUN ADP PROPN PUNCT	QUE ENS DEF TOP CON REL GPE QUE	Wat is de hoogste berg in Duitsland ?
ADP NOUN VERB PRON ADP PUNCT	REL CLO EPS AND REL NIL	Om middernacht kwam iedereen binnen .
PRON NOUN VERB ADP NOUN PUNCT	HAS ROL ENS REL CON NIL	Mijn vriend houdt van chocolade-ijs .
PRON AUX ADV ADV ADJ PUNCT	PRO NOW NOT EMP IST NIL	Ik ben niet zo gek .
PRON AUX DET NOUN ADJ SCONJ PRON PUNCT	PRO NOW DIS QUV MOR REL PRO NIL	Hij is een beetje kleiner dan ik .
PRON PRON AUX ADJ PUNCT	HAS CON NOW DEG NIL	Haar haar is lang .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Ik heb de pc kapotgemaakt .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST CON NIL	Luna is een betrouwbaar persoon .
DET NOUN VERB DET ADJ NOUN ADP PROPN PUNCT	DIS CON EPS DEF IST CON REL GPE NIL	Een tsunami raakte de noordoostelijke kust van Hokkaido .
NOUN AUX DET ADJ PUNCT	PER ENS DIS ROL NIL	Stephen~Hawking is een natuurkundige .
PROPN VERB NUM NOUN PUNCT	ORG ENS QUC UOM NIL	Parmalat kost 14,3~miljard euro .
PROPN AUX ADP PROPN PUNCT	PER EPS REL GPE NIL	Bill was in Japan .
PROPN VERB ADV ADP NOUN PUNCT	PER ENS NOT REL CON NIL	Tom houdt niet van kaas .
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	John is goed in wiskunde .
AUX DET PRON NOUN PUNCT	ENS PRX HAS CON QUE	Is dit jouw fiets ?
PRON VERB ADP DET NOUN PUNCT	PRO ENS REL PRX CON NIL	Hij woont in deze wijk .
PRON AUX ADJ SCONJ PRON PUNCT	PRO NOW MOR REL PRO NIL	Hij is groter dan ik .
PRON AUX VERB ADP DET NOUN ADP PROPN PUNCT	PRO NOW IST REL DEF CON REL ORG NIL	Hij is verslaafd aan de koffie van Starbucks .
NUM ADV NUM AUX ADJ ADP NUM PUNCT	QUC CON QUC NIL IST REL QUC NIL	Eén plus twee is gelijk aan drie .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Ze zat op de bank .
PRON AUX PRON NOUN PUNCT	PRO ENS HAS ROL NIL	Hij is mijn vriend .
PRON VERB DET ADJ PUNCT	PRO ENS DEF ROL NIL	Ik respecteer de ouderen .
ADV VERB DET NOUN PUNCT	QUE ENS DEF CON QUE	Waar zijn de parkeermeters ?
PRON VERB PRON PRON NOUN PUNCT	PRO EPS PRO HAS CON NIL	Ze gaf hem zijn jas .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Wij wonnen de bronzen~medaille .
DET NOUN AUX ADJ PUNCT	DEF CON PST DEG NIL	De kamer was warm .
ADV VERB DET NOUN PUNCT	QUE ENS DEF CON QUE	Waar zijn de reddingsboten ?
PRON VERB NUM NOUN ADP PROPN PUNCT	PRO EPS QUC UOM REL GPE NIL	Hij werkte anderhalf jaar in Nederland .
PRON NOUN AUX ADJ PUNCT	HAS CON NOW DEG NIL	Zijn benen zijn lang .
PRON VERB PROPN PUNCT	PRO ENS CON NIL	Ik neem Lipitor .
NOUN PROPN VERB PROPN PUNCT	ROL PER ENS CON NIL	Mevrouw Jones doceert informatica .
PROPN AUX PRON NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT	PER EPS HAS CON REL DEF DEG CON REL DEF CON NIL	Tom kerfde zijn initialen in de grote eik voor de school .
PRON NOUN AUX NUM NOUN ADJ PUNCT	HAS ROL NOW QUC UOM DEG NIL	Mijn zoon is tien jaar oud .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DEF CON NIL	Tom plaatste de map op de tafel .
PRON AUX ADV VERB PUNCT	PRO NOW NOT EXT NIL	Zij heeft niet geluisterd .
PROPN VERB SCONJ PRON DET NOUN AUX PUNCT	PER EPS SUB PRO DIS CON EPS NIL	Tom zei dat het een noodgeval was .
